 ADATUNCO    GJ      : 2001-2019
 ADATUNCO    HJ      : 2001-2019
 ADATUNCO    QJ      : 2001-2019
 ADAWPLCO    GJ      : 2011-2019
 ADAWPLCO    QJ      : 2011-2019
 ADNE        GJ      : 1990-2019
 ADNE        HJ      : 1988-2019
 ADNE        QJ      : 1988-2019
 AGR         AF      : 1952-2019
 AGR         AF_AVG  : 1992-1995, 1997-2019
 AGR         FB      : 1952-2019
 AGR         GD      : 1986-2019
 AGR         HH      : 1989-2019
 AGR         IN      : 1952-2019
 AGR         PP      : 2004-2019
 AGR         PU      : 2005-2019
 AGR         QD      : 1952-2019
 AGR         QJ      : 1953-2019
 AGR         QRD     : 1953-2019
 AINE        GJ      : 1990-2019
 AINE        QJ      : 1991-2019
 ALCR        AF      : 1946-2019
 ALCR        AF_AVG  : 1997-2019
 ALCR        EV      : 1946-2019
 ALCR        EVF     : 1948-2019
 ALCR        FB      : 1946-2019
 ALCR        IN      : 1946-2019
 ALCR        QD      : 1946-2019
 ALFVALMT    GJ      : 1989-1993, 2002-2019
 ALFVALMT    QJ      : 1989-1993, 2002-2019
 ALFVALMT    WK      : 2002-2019
 ALFVALMT    WL      : 2002-2019
 ALFVALMT    WM      : 2003-2019
 ALFVALMT    WN      : 2003-2019
 ALFVALMT    WY      : 2003-2019
 ALFVALMT    WZ      : 2002-2019
 ALTUS       AF      : 1988-2019
 ALTUS       AF_AVG  : 1994-2019
 ALTUS       FB      : 1988-2019
 ALTUS       IN      : 1991-1999, 2002, 2005-2019
 ALTUS       PP      : 1988-2019
 ALTUS       PU      : 1996-2001, 2003-2019
 ALTUS       QD      : 1988, 1991-1999, 2002, 2005-2019
 ALTUS       QRD     : 1991-1997, 2005-2019
 ALTUS       RG1D    : 1991-1996, 2005-2019
 ALTUS       RG2D    : 1991-1996, 2005-2019
 ALTUS       RG3D    : 1991-1996, 2005-2019
 ALTUS       RG4D    : 1991-1996, 2005-2019
 ALTUS       RG5D    : 1991-1996, 2005-2019
 ALTUS       RG6D    : 1991-1996, 2005-2019
 ALTUS       RG7D    : 1991-1996, 2005-2019
 ALTUS       RG8D    : 1991-1996, 2005-2019
 ANAD        GD      : 1991-2019
 ANAD        PP      : 1991-2019
 ANAD        PU      : 1996-1999, 2001-2019
 ANCR        AF      : 1962-2019
 ANCR        AF_AVG  : 1997-2019
 ANCR        FB      : 1962-2019
 ANCR        IN      : 1962-2019
 ANCR        QD      : 1962-2019
 APSC        MM      : 1991-2019
 APSC        MN      : 1991-2019
 APSC        MX      : 1991-2019
 APSC        PU      : 1999-2019
 APSC        SE      : 1991-2019
 APSC        SE_AVG  : 1992-1995, 2004-2019
 APSC        SE_PCT  : 2005-2019
 ARAC        MM      : 2012-2019
 ARAC        MN      : 2012-2019
 ARAC        MX      : 2012-2019
 ARAC        PU      : 2012-2019
 ARAC        SE      : 2003-2019
 ARBUCK      AF      : 1991-2019
 ARBUCK      AF_AVG  : 1996-2019
 ARBUCK      FB      : 1991-2019
 ARBUCK      PP      : 1990-2019
 ARBUCK      PU      : 1996-2019
 ARGY        GJ      : 2013-2019
 ARGY        HJ      : 2013-2019
 ARGY        QJ      : 2013-2019
 ARKAVOCO    GD      : 1989-2019
 ARKAVOCO    HH      : 1990-2019
 ARKAVOCO    MM      : 1994-2019
 ARKAVOCO    MN      : 1994-2019
 ARKAVOCO    MX      : 1994-2019
 ARKAVOCO    QD      : 1989-2019
 ARKCANCO    GD      : 1991-2019
 ARKCANCO    HH      : 1991-2019
 ARKCANCO    QD      : 1991-2019
 ARKGRNCO    GD      : 1994-2004, 2007-2019
 ARKGRNCO    HH      : 1994-2004, 2007-2019
 ARKGRNCO    PP      : 2007-2019
 ARKGRNCO    PU      : 2008-2019
 ARKGRNCO    QD      : 1994-2004, 2007-2019
 ARKNATCO    GD      : 1993-2019
 ARKNATCO    QD      : 1993-2019
 ARKNEPCO    GD      : 1991-2019
 ARKNEPCO    HH      : 1991-2019
 ARKNEPCO    MM      : 1991-2004, 2014-2019
 ARKNEPCO    MN      : 1991-2004, 2014-2019
 ARKNEPCO    MX      : 1991-2004, 2014-2019
 ARKNEPCO    QD      : 1991-2019
 ARKPORCO    GD      : 1989-2019
 ARKPORCO    HH      : 1990-1997, 1999-2019
 ARKPORCO    PP      : 2008-2013, 2019
 ARKPORCO    QD      : 1989-1997, 1999-2019
 ARKPUECO    GD      : 1989-2019
 ARKPUECO    HH      : 1991-2019
 ARKPUECO    QD      : 1989-2019
 ARKPUECO    WE      : 2000-2019
 ARKPUECO    WM      : 2000-2019
 ARKPUECO    WN      : 2000-2019
 ARKPUECO    WY      : 2000-2019
 ARKSALCO    GD      : 1993-2019
 ARKSALCO    HH      : 1993-2019
 ARKSALCO    QD      : 1993-2019
 ARKWELCO    GD      : 1989-2019
 ARKWELCO    HH      : 1991-2019
 ARKWELCO    MM      : 2005-2019
 ARKWELCO    MN      : 2005-2019
 ARKWELCO    MX      : 2005-2019
 ARKWELCO    PP      : 2005-2019
 ARKWELCO    PU      : 2006-2019
 ARKWELCO    QD      : 1989-2019
 ARMT        GD      : 2004-2019
 ARMT        HH      : 2004-2019
 ARMT        QD      : 2004-2019
 ARNE        AF      : 1990-2019
 ARNE        AF_AVG  : 1997-2019
 ARNE        CHL     : 1990-2019
 ARNE        CHR     : 1990-2019
 ARNE        EV      : 1991-2019
 ARNE        EVF     : 1991-2019
 ARNE        FB      : 1990-2019
 ARNE        IN      : 1991-2019
 ARNE        QJ      : 2000-2019
 ARROWCO     SE_AVG  : 1992-1995, 2004-2019
