Date,0,25000,50000,75000,100000,125000,150000,175000,200000,225000,250000,275000,300000,325000,350000,375000,400000
7/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/6/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/6/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/7/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/17/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/18/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/19/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/20/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/21/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/22/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/23/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/24/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/25/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/26/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/27/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/28/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/29/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
11/30/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/1/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/2/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/3/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/4/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/5/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/6/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/7/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/8/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/9/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/10/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/11/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/12/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/13/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/14/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/15/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/16/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/17/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/18/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/19/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/20/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/21/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/22/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/23/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/24/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/25/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/26/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/27/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/28/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/29/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/30/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
12/31/2011 0:00,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
